,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y
本月,160186.0,136879.0,194313.0,163908.0,187869.0,145578.0,169859.0,157959.0,151226.0,174898.0,143010.0,173760.0,185853.0,162256.0,219828.0,191630.0,204601.0,204270.0,215279.0,166144.0,189056.0,187141.0,175452.0,200871.0,149449.0,147251.0,221065.0,181485.0,171413.0,196615.0,140881.0,132026.0,147320.0,170294.0,161744.0,198074.0,196810.0,134849.0,176880.0,179494.0,172006.0,174832.0,139862.0,152763.0,137052.0,156015.0,166298.0,202227.0
本年累計,160186.0,297702.0,490824.0,658213.0,843620.0,992692.0,1170198.0,1334186.0,1435035.0,1668500.0,1808931.0,2012864.0,185853.0,357633.0,585423.0,743248.0,972735.0,1170092.0,1379406.0,1534636.0,1737970.0,1904929.0,2072165.0,2268496.0,149449.0,296701.0,517765.0,699250.0,870663.0,1067278.0,1208159.0,1340185.0,1487505.0,1657799.0,1819543.0,2017617.0,196810.0,331659.0,508539.0,688033.0,860039.0,1034871.0,1174733.0,1327496.0,1464548.0,1620563.0,1786861.0,1989088.0
