102年1月,14.15
2月,15.66
3月,15.5
4月,14.59
5月,14.89
6月,14.5
7月,14.72
8月,14.5
9月,13.91
10月,14.15
11月,13.96
12月,13.56
103年1月,13.3
2月,12.98
3月,13.94
4月,13.69
5月,13.0
6月,13.23
7月,13.86
8月,13.24
9月,12.84
10月,11.74
11月,11.8
12月,12.15
104年1月,11.91
2月,11.89
3月,12.22
4月,12.98
5月,12.35
6月,11.9
7月,11.99
8月,11.19
9月,10.44
10月,10.35
11月,10.61
12月,11.57
105年1月,11.71
2月,12.11
3月,12.98
4月,12.39
5月,12.47
6月,13.19
7月,13.39
8月,13.94
9月,15.46
10月,17.04
11月,15.96
12月,15.3
