,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
普通股股本,4976893.0,38.85,4976893.0,38.62,4976893.0,36.65,4976893.0,37.63,4976893.0,37.92,4976893.0,35.03,4976893.0,35.16,4976893.0,35.16,4976893.0,36.4,4872053.0,35.34,4872053.0,41.92,4872053.0,42.76,4872053.0,43.41,4872053.0,42.35,4945134.0,42.28,4945134.0,42.83
未分配盈餘（或待彌補虧損）,-5490.0,-0.04,-86690.0,-0.67,-171394.0,-1.26,-211270.0,-1.6,-348148.0,-2.65,-277171.0,-1.95,-316045.0,-2.23,-316045.0,-2.23,-369714.0,-2.7,-127133.0,-0.92,85285.0,0.73,31596.0,0.28,-2597.0,-0.02,-90663.0,-0.79,-62108.0,-0.53,95459.0,0.83
本期所得稅負債,,,,,,,,,,,,,,,,,,,3667.0,0.03,6232.0,0.05,4904.0,0.04,6708.0,0.06,4817.0,0.04,7546.0,0.06,4732.0,0.04
權益總計,5861173.0,45.76,5792369.0,44.95,5888483.0,43.37,5824015.0,44.03,5664141.0,43.15,6285477.0,44.24,6226815.0,43.99,6226815.0,43.99,6219281.0,45.48,6257395.0,45.39,6183377.0,53.21,6094148.0,53.48,5990262.0,53.37,5933582.0,51.58,5871401.0,50.21,6041375.0,52.33
歸屬於母公司業主之權益合計,5234834.0,40.87,5166887.0,40.09,5111041.0,37.64,5054228.0,38.21,4916575.0,37.46,5412630.0,38.1,5346687.0,37.77,5346687.0,37.77,5341156.0,39.06,5168743.0,37.49,5464941.0,47.03,5400185.0,47.39,5294782.0,47.17,5214509.0,45.33,5182053.0,44.31,5349618.0,46.33
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,10484000.0,,10484000.0,,10484000.0,,10484000.0,,10484000.0,,10484000.0,,10484000.0,,10484000.0,,10484000.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
法定盈餘公積,7730.0,0.06,10694.0,0.08,10694.0,0.08,10694.0,0.08,10694.0,0.08,10694.0,0.08,10694.0,0.08,10694.0,0.08,10694.0,0.08,10694.0,0.08,10694.0,0.09,10694.0,0.09,10694.0,0.1,13854.0,0.12,13854.0,0.12,13854.0,0.12
流動負債合計,2243192.0,17.51,2441433.0,18.94,2938413.0,21.64,2571519.0,19.44,2950290.0,22.48,3186171.0,22.43,4263100.0,30.12,4263100.0,30.12,3662857.0,26.79,3708147.0,26.9,3178429.0,27.35,2833488.0,24.87,1998447.0,17.8,2289320.0,19.9,2704337.0,23.12,2818893.0,24.42
流動資產合計,3548466.0,27.7,3621054.0,28.1,4174181.0,30.74,3669526.0,27.74,3478902.0,26.51,3882127.0,27.33,3637032.0,25.69,3637032.0,25.69,3109159.0,22.74,3203065.0,23.24,2648787.0,22.79,2203751.0,19.34,2097435.0,18.69,2340611.0,20.35,2490135.0,21.29,2093466.0,18.13
無形資產,26714.0,0.21,24473.0,0.19,37669.0,0.28,40730.0,0.31,39617.0,0.3,38294.0,0.27,36960.0,0.26,36960.0,0.26,37688.0,0.28,34646.0,0.25,33265.0,0.29,32189.0,0.28,30507.0,0.27,28960.0,0.25,27210.0,0.23,25751.0,0.22
特別盈餘公積,93685.0,0.73,154477.0,1.2,154477.0,1.14,154477.0,1.17,154477.0,1.18,547824.0,3.86,547824.0,3.87,547824.0,3.87,547824.0,4.01,178110.0,1.29,178110.0,1.53,178110.0,1.56,178110.0,1.59,206546.0,1.8,206546.0,1.77,206546.0,1.79
現金及約當現金,1857661.0,14.5,1421236.0,11.03,1726211.0,12.71,1638477.0,12.39,1408155.0,10.73,1382063.0,9.73,1183172.0,8.36,1183172.0,8.36,928230.0,6.79,657057.0,4.77,548352.0,4.72,636247.0,5.58,502522.0,4.48,402943.0,3.5,483601.0,4.14,613014.0,5.31
當期所得稅負債,13310.0,0.1,22524.0,0.17,22807.0,0.17,7188.0,0.05,3475.0,0.03,2592.0,0.02,5735.0,0.04,5735.0,0.04,3644.0,0.03,,,,,,,,,,,,,,
短期借款,668700.0,5.22,702500.0,5.45,1210518.0,8.92,920000.0,6.96,1213700.0,9.25,1387500.0,9.77,1343198.0,9.49,1343198.0,9.49,1229824.0,8.99,1332167.0,9.66,911000.0,7.84,831400.0,7.3,908675.0,8.1,995382.0,8.65,1401227.0,11.98,1299334.0,11.25
股本合計,4976893.0,38.85,4976893.0,38.62,4976893.0,36.65,4976893.0,37.63,4976893.0,37.92,4976893.0,35.03,4976893.0,35.16,4976893.0,35.16,4976893.0,36.4,4872053.0,35.34,4872053.0,41.92,4872053.0,42.76,4872053.0,43.41,4945134.0,42.99,4945134.0,42.28,4945134.0,42.83
負債及權益總計,,,,,,,,,,,,,,,,,,,13785160.0,100.0,11621047.0,100.0,11394737.0,100.0,11224322.0,100.0,11502985.0,100.0,11694785.0,100.0,11545689.0,100.0
負債總計,6947907.0,54.24,7094837.0,55.05,7689337.0,56.63,7403584.0,55.97,7461189.0,56.85,7921248.0,55.76,7928803.0,56.01,7928803.0,56.01,7454547.0,54.52,7527765.0,54.61,5437670.0,46.79,5300589.0,46.52,5234060.0,46.63,5569403.0,48.42,5823384.0,49.79,5504314.0,47.67
資本公積合計,299284.0,2.34,284330.0,2.21,287839.0,2.12,288197.0,2.18,288197.0,2.2,339826.0,2.39,335628.0,2.37,335628.0,2.37,335464.0,2.45,346606.0,2.51,370460.0,3.19,370221.0,3.25,330030.0,2.94,256854.0,2.23,256854.0,2.2,256837.0,2.22
資產總計,12809080.0,100.0,12887206.0,100.0,13577820.0,100.0,13227599.0,100.0,13125330.0,100.0,14206725.0,100.0,14155618.0,100.0,14155618.0,100.0,13673828.0,100.0,13785160.0,100.0,11621047.0,100.0,11394737.0,100.0,11224322.0,100.0,11502985.0,100.0,11694785.0,100.0,11545689.0,100.0
遞延所得稅負債,93615.0,0.73,86460.0,0.67,82415.0,0.61,101198.0,0.77,107639.0,0.82,127292.0,0.9,131734.0,0.93,131734.0,0.93,136355.0,1.0,133393.0,0.97,132327.0,1.14,140812.0,1.24,140555.0,1.25,140270.0,1.22,140032.0,1.2,148636.0,1.29
遞延所得稅資產,306487.0,2.39,306432.0,2.38,311701.0,2.3,312315.0,2.36,327549.0,2.5,315885.0,2.22,317288.0,2.24,317288.0,2.24,306787.0,2.24,315992.0,2.29,263972.0,2.27,275563.0,2.42,278961.0,2.49,280625.0,2.44,287103.0,2.45,284168.0,2.46
非控制權益,626339.0,4.89,625482.0,4.85,777442.0,5.73,769787.0,5.82,747566.0,5.7,872847.0,6.14,880128.0,6.22,880128.0,6.22,878125.0,6.42,1088652.0,7.9,718436.0,6.18,693963.0,6.09,695480.0,6.2,719073.0,6.25,689348.0,5.89,691757.0,5.99
非流動負債合計,4704715.0,36.73,4653404.0,36.11,4750924.0,34.99,4832065.0,36.53,4510899.0,34.37,4735077.0,33.33,3665703.0,25.9,3665703.0,25.9,3791690.0,27.73,3819618.0,27.71,2259241.0,19.44,2467101.0,21.65,3235613.0,28.83,3280083.0,28.52,3119047.0,26.67,2685421.0,23.26
非流動資產合計,9260614.0,72.3,9266152.0,71.9,9403639.0,69.26,9558073.0,72.26,9646428.0,73.49,10324598.0,72.67,10518586.0,74.31,10518586.0,74.31,10564669.0,77.26,10582095.0,76.76,8972260.0,77.21,9190986.0,80.66,9126887.0,81.31,9162374.0,79.65,9204650.0,78.71,9452223.0,81.87
預付款項,49859.0,0.39,37867.0,0.29,41047.0,0.3,103749.0,0.78,130384.0,0.99,142870.0,1.01,163352.0,1.15,163352.0,1.15,169389.0,1.24,173236.0,1.26,125860.0,1.08,124458.0,1.09,123730.0,1.1,121205.0,1.05,105949.0,0.91,103641.0,0.9
預收股款（權益項下）之約當發行股數（單位：股）,4976893.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
