,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
母公司業主（淨利／損）,17516.0,1.98,-17444.0,-1.54,-84704.0,-5.47,-134669.0,-3.01,-136878.0,-16.04,-140545.0,-12.74,-38369.0,-2.47,-357794.0,-8.35,-63155.0,-6.21,-63976.0,-5.6,212412.0,14.34,48394.0,1.2,48394.0,1.2,-56392.0,-5.55,28544.0,2.05,103262.0,2.51
母公司業主（綜合損益）,29708.0,3.35,-52994.0,-4.69,-59355.0,-3.84,-138538.0,-3.09,-137653.0,-16.13,-160071.0,-14.51,-61240.0,-3.94,-359875.0,-8.4,-65913.0,-6.49,-110526.0,-9.67,272294.0,18.38,31189.0,0.78,31189.0,0.78,-80100.0,-7.89,-32467.0,-2.33,-10305.0,-0.25
營業利益（損失）,-12200.0,-1.38,15363.0,1.36,49936.0,3.23,-36419.0,-0.81,-149600.0,-17.53,-113764.0,-10.31,-1751.0,-0.11,-343186.0,-8.01,-75525.0,-7.43,-24160.0,-2.11,-12957.0,-0.87,-190494.0,-4.74,-190494.0,-4.74,-6179.0,-0.61,44572.0,3.2,-31608.0,-0.77
營業外收入及支出合計,39278.0,4.43,-27950.0,-2.47,-134201.0,-8.67,-100536.0,-2.24,-19892.0,-2.33,-20036.0,-1.82,-34273.0,-2.21,-52211.0,-1.22,-3926.0,-0.39,-29684.0,-2.6,216337.0,14.6,247471.0,6.16,247471.0,6.16,-44256.0,-4.36,-8226.0,-0.59,160893.0,3.91
營業成本合計,607228.0,68.5,763922.0,67.57,1065706.0,68.86,3101566.0,69.23,634952.0,74.42,770485.0,69.82,1070805.0,68.94,3076451.0,71.82,717928.0,70.65,755806.0,66.1,1008888.0,68.09,2742430.0,68.23,2742430.0,68.23,655579.0,64.55,947275.0,68.11,2813592.0,68.38
營業收入合計,886485.0,100.0,1130640.0,100.0,1547667.0,100.0,4479802.0,100.0,853255.0,100.0,1103520.0,100.0,1553132.0,100.0,4283751.0,100.0,1016187.0,100.0,1143423.0,100.0,1481732.0,100.0,4019258.0,100.0,4019258.0,100.0,1015603.0,100.0,1390846.0,100.0,4114545.0,100.0
營業毛利（毛損）,279257.0,31.5,366718.0,32.43,481961.0,31.14,1378236.0,30.77,218303.0,25.58,333035.0,30.18,482327.0,31.06,1207300.0,28.18,298259.0,29.35,387617.0,33.9,472844.0,31.91,1276828.0,31.77,1276828.0,31.77,360024.0,35.45,443571.0,31.89,1300953.0,31.62
營業毛利（毛損）淨額,279257.0,31.5,366718.0,32.43,481961.0,31.14,1378236.0,30.77,218303.0,25.58,333035.0,30.18,482327.0,31.06,1207300.0,28.18,298259.0,29.35,387617.0,33.9,472844.0,31.91,1276828.0,31.77,1276828.0,31.77,360024.0,35.45,443571.0,31.89,1300953.0,31.62
營業費用合計,291457.0,32.88,351355.0,31.08,432025.0,27.91,1414655.0,31.58,367903.0,43.12,446799.0,40.49,484078.0,31.17,1550486.0,36.19,373784.0,36.78,411777.0,36.01,485801.0,32.79,1467322.0,36.51,1467322.0,36.51,366203.0,36.06,398999.0,28.69,1332561.0,32.39
研究發展費用,10242.0,1.16,11263.0,1.0,9969.0,0.64,45628.0,1.02,11572.0,1.36,9512.0,0.86,9778.0,0.63,41872.0,0.98,10963.0,1.08,10839.0,0.95,10148.0,0.68,41259.0,1.03,41259.0,1.03,10606.0,1.04,10310.0,0.74,46569.0,1.13
確定福利計畫之再衡量數,,,,,,,11119.0,0.25,,,,,,,-1337.0,-0.03,,,,,,,-38765.0,-0.96,-38765.0,-0.96,,,,,-6569.0,-0.16
稀釋每股盈餘,0.03,,-0.04,,-0.17,,-0.28,,-0.28,,-0.29,,-0.08,,-0.73,,-0.15,,-0.13,,0.42,,0.03,,0.03,,-0.12,,0.06,,0.21,
稅前淨利（淨損）,27078.0,3.05,-12587.0,-1.11,-84265.0,-5.44,-136955.0,-3.06,-169492.0,-19.86,-133800.0,-12.12,-36024.0,-2.32,-395397.0,-9.23,-79451.0,-7.82,-53844.0,-4.71,203380.0,13.73,56977.0,1.42,56977.0,1.42,-50435.0,-4.97,36346.0,2.61,129285.0,3.14
管理費用,77683.0,8.76,68480.0,6.06,88502.0,5.72,353138.0,7.88,79063.0,9.27,95451.0,8.65,99664.0,6.42,428522.0,10.0,85169.0,8.38,84109.0,7.36,119035.0,8.03,347086.0,8.64,347086.0,8.64,92990.0,9.16,85887.0,6.18,329582.0,8.01
繼續營業單位本期淨利（淨損）,12780.0,1.44,-7539.0,-0.67,-84557.0,-5.46,-141343.0,-3.16,-157910.0,-18.51,-155173.0,-14.06,-38022.0,-2.45,-409222.0,-9.55,-76615.0,-7.54,-52643.0,-4.6,194018.0,13.09,37625.0,0.94,37625.0,0.94,-51696.0,-5.09,31771.0,2.28,115377.0,2.8
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,,,,,-6590.0,-0.16,-6590.0,-0.16,,,,,-1117.0,-0.03
與其他綜合損益組成部分相關之所得稅,-8733.0,-0.99,,,,,10847.0,0.24,2921.0,0.34,-4452.0,-0.4,4349.0,0.28,8786.0,0.21,,,,,,,,,,,,,,,,
財務成本淨額,37707.0,4.25,40566.0,3.59,41964.0,2.71,161913.0,3.61,41326.0,4.84,44922.0,4.07,42860.0,2.76,171248.0,4.0,42516.0,4.18,40762.0,3.56,27784.0,1.88,113806.0,2.83,113806.0,2.83,25146.0,2.48,42537.0,3.06,113343.0,2.75
銷貨收入淨額,886485.0,100.0,1130640.0,100.0,1547667.0,100.0,4479802.0,100.0,853255.0,100.0,1103520.0,100.0,1553132.0,100.0,4283751.0,100.0,1016187.0,100.0,1143423.0,100.0,1481732.0,100.0,4019258.0,100.0,4019258.0,100.0,1015603.0,100.0,1390846.0,100.0,4114545.0,100.0
非控制權益（淨利／損）,-4736.0,-0.53,9905.0,0.88,147.0,0.01,-6674.0,-0.15,-21032.0,-2.46,-14628.0,-1.33,347.0,0.02,-51428.0,-1.2,-13460.0,-1.32,11333.0,0.99,14036.0,0.95,11334.0,0.28,11334.0,0.28,4696.0,0.46,3227.0,0.23,12115.0,0.29
非控制權益（綜合損益）,-2004.0,-0.23,10021.0,0.89,2164.0,0.14,1549.0,0.03,-22221.0,-2.6,-19760.0,-1.79,2716.0,0.17,-40903.0,-0.95,-13569.0,-1.34,-2155.0,-0.19,18430.0,1.24,1786.0,0.04,1786.0,0.04,4445.0,0.44,1633.0,0.12,10176.0,0.25
