102年1月,55.85
2月,53.22
3月,58.49
4月,57.95
5月,59.76
6月,58.03
7月,61.7
8月,55.81
9月,56.05
10月,55.85
11月,53.1
12月,52.95
103年1月,51.88
2月,49.06
3月,51.06
4月,51.35
5月,51.78
6月,52.97
7月,56.35
8月,53.51
9月,53.42
10月,50.44
11月,50.25
12月,48.97
104年1月,50.41
2月,52.78
3月,52.0
4月,51.47
5月,52.9
6月,53.2
7月,54.75
8月,56.19
9月,56.26
10月,56.93
11月,54.58
12月,54.27
105年1月,53.26
2月,56.3
3月,57.29
4月,57.75
5月,59.23
6月,63.42
7月,65.69
8月,62.5
9月,58.43
10月,60.71
11月,56.48
12月,53.74
