,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y
本月,27590.0,23393.0,24825.0,28095.0,32615.0,30747.0,31865.0,23786.0,28772.0,25130.0,22940.0,21150.0,30088.0,41911.0,49962.0,50489.0,67595.0,46918.0,40607.0,61244.0,75162.0,35646.0,31833.0,39817.0,38384.0,40191.0,42582.0,33623.0,53383.0,39022.0,45060.0,43633.0,75293.0,45329.0,39398.0,39582.0,49599.0,39909.0,39566.0,42998.0,54864.0,47822.0,40482.0,44250.0,63928.0,49479.0,37067.0,33953.0
本年累計,27590.0,50983.0,75808.0,103902.0,136517.0,167264.0,199129.0,222915.0,251687.0,276817.0,287793.0,308937.0,30088.0,71998.0,121966.0,169426.0,237021.0,283940.0,322106.0,383350.0,458512.0,494217.0,526050.0,565867.0,38384.0,78574.0,121204.0,154534.0,207917.0,247188.0,292270.0,335903.0,411115.0,455828.0,495224.0,534806.0,49599.0,89512.0,129078.0,172081.0,226624.0,274446.0,314535.0,358785.0,422579.0,469768.0,506835.0,540788.0
