102年1月,45.45
2月,45.12
3月,48.1
4月,43.77
5月,43.24
6月,46.02
7月,47.25
8月,45.99
9月,45.97
10月,46.12
11月,43.74
12月,42.38
103年1月,40.94
2月,48.18
3月,48.5
4月,48.01
5月,46.8
6月,48.2
7月,45.52
8月,41.46
9月,40.97
10月,40.06
11月,38.18
12月,35.85
104年1月,34.48
2月,32.6
3月,33.17
4月,30.16
5月,25.32
6月,21.85
7月,25.84
8月,21.11
9月,22.93
10月,26.61
11月,30.86
12月,26.25
105年1月,22.72
2月,25.41
3月,26.23
4月,23.55
5月,21.91
6月,22.3
7月,22.88
8月,22.23
9月,21.97
10月,20.91
11月,19.59
12月,20.68
