102年1月,15.65
2月,15.64
3月,15.68
4月,15.68
5月,15.66
6月,16.35
7月,15.72
8月,15.25
9月,14.88
10月,15.9
11月,15.47
12月,15.04
103年1月,15.06
2月,15.46
3月,15.08
4月,15.24
5月,15.34
6月,15.53
7月,15.41
8月,14.83
9月,14.57
10月,13.88
11月,13.97
12月,14.65
104年1月,14.8
2月,14.72
3月,15.25
4月,15.17
5月,14.75
6月,14.16
7月,13.97
8月,12.2
9月,13.38
10月,13.88
11月,14.17
12月,13.79
105年1月,13.31
2月,13.63
3月,14.88
4月,14.31
5月,13.66
6月,13.52
7月,13.36
8月,13.08
9月,13.11
10月,13.01
11月,13.14
12月,13.6
