102年1月,26.87
2月,27.2
3月,27.35
4月,28.25
5月,29.38
6月,32.92
7月,36.5
8月,37.99
9月,46.71
10月,49.76
11月,47.51
12月,45.21
103年1月,42.94
2月,44.73
3月,42.64
4月,40.46
5月,42.57
6月,44.04
7月,45.12
8月,39.91
9月,39.1
10月,38.6
11月,36.13
12月,37.24
104年1月,37.35
2月,37.57
3月,38.74
4月,38.04
5月,33.46
6月,31.42
7月,32.35
8月,28.16
9月,29.23
10月,32.44
11月,37.9
12月,38.93
105年1月,34.92
2月,35.26
3月,35.8
4月,34.09
5月,32.61
6月,33.25
7月,34.55
8月,32.44
9月,32.36
10月,32.78
11月,32.2
12月,32.42
