,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y,營業收入淨額_x,營業收入淨額_y
本月,266748.0,222809.0,295443.0,290794.0,306987.0,257514.0,322204.0,307597.0,286383.0,282160.0,261494.0,333580.0,291072.0,192229.0,275543.0,246780.0,261195.0,293762.0,344068.0,298197.0,298897.0,328308.0,441364.0,498218.0,348898.0,247508.0,230455.0,261946.0,245994.0,265932.0,301623.0,250775.0,276814.0,298229.0,286959.0,261098.0,243424.0,160753.0,242175.0,243929.0,275259.0,262765.0,232390.0,261883.0,202700.0,254440.0,295492.0,199012.0
本年累計,266748.0,489557.0,785000.0,1075794.0,1382781.0,1640295.0,1962499.0,2270096.0,2556479.0,2838639.0,3100133.0,3433713.0,291072.0,483301.0,758844.0,1005624.0,1266819.0,1560581.0,1904649.0,2202846.0,2501743.0,2830051.0,3271415.0,3769633.0,348898.0,596406.0,826861.0,1088807.0,1334801.0,1600733.0,1902356.0,2153131.0,2429945.0,2728174.0,3015133.0,3276231.0,243424.0,404177.0,646352.0,890281.0,1165540.0,1428305.0,1660695.0,1922578.0,2125278.0,2379718.0,2675210.0,2874222.0
